iter,sampled_steps,episodes,reward_mean,ep_len_mean,win_rate,loss_rate,timeout_rate,crash_rate,ep_wez_steps,ep_mean_distance,ep_min_distance,ep_reward_pursuit,ep_reward_damage,ep_reward_safety,ep_reward_energy_throttle,ep_reward_survival,ep_reward_merge_cross,ep_reward_merge_handoff,ep_reward_merge_handoff_once,ep_reward_merge_turnin,ep_reward_reacquire_turnin,ep_reward_merge_stalemate,ep_reward_attack_band,ep_reward_front_hold,ep_reward_aim_hold,ep_reward_angle_advantage,ep_reward_angle_advantage_progress,ep_reward_cutin_success,ep_reward_cutin_control,ep_reward_terminal_angle_gain,ep_reward_terminal_ata_gain,ep_reward_range_progress,ep_reward_lost,ep_altitude_penalty_steps,initial_scenario_index,initial_alpha_deg,initial_ata_deg,initial_aa_deg,initial_distance_m,final_ata_deg,final_aa_deg,headon_guard_fail,cutin_handback_success,bt_preroll_detected,action_roll_mean,action_pitch_mean,action_rudder_mean,action_throttle_mean,action_roll_std,action_pitch_std,action_rudder_std,action_throttle_std,action_sat_rate,policy_loss,vf_loss,entropy,kl,clip_frac,explained_var,actor_loss,critic_loss,alpha_loss,alpha,target_entropy,curriculum_actor_frozen,curriculum_fresh_steps,curriculum_actor_update_applied,curriculum_learner_updates,curriculum_actor_anchor_mse,curriculum_actor_anchor_loss,curriculum_gunline_fraction,curriculum_actor_anchor_fraction,curriculum_residual_gate_fraction,curriculum_residual_mean_abs_delta,curriculum_counter_rate_fraction,curriculum_counter_rate_logit_error,curriculum_counter_rate_logit_loss,replay_buffer_size,replay_buffer_memory_mb,env_steps_per_sec,learner_steps_per_sec,iteration_time_s,ep_reward_alignment_progress,ep_reward_alt_advantage,ep_reward_attack_funnel,ep_reward_bridge_entry,ep_reward_bridge_entry_once,ep_reward_bridge_stalemate,ep_reward_close_overspeed,ep_reward_cutin_tail_hold,ep_reward_cutin_tail_hold_progress,ep_reward_danger_exposure,ep_reward_escape_opening,ep_reward_far_range,ep_reward_first_blood,ep_reward_gun_window,ep_reward_incoming_damage,ep_reward_incoming_threat,ep_reward_incoming_warning,ep_reward_overshoot,ep_reward_phase_gate,ep_reward_projected_deck_risk,ep_reward_reacquire,ep_reward_step,ep_reward_terminal,ep_reward_terminal_cone
10,191000.0,95.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-34.343265907287595,0.3615896435379982,-2415.5004438476562,8.5258455692383e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11000,22.607616424560547,n/a,n/a,91.45797896385193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,192000.0,97.0,1547.6559023813807,1958.5,0.0,0.0,0.5,0.5,4.5,1738.8259461719204,134.0886453245579,n/a,1.2076876342032523,-238.540259048,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,46.32872696521455,79.91861476337749,1188.7781142357894,47.707350631864145,0.0,n/a,0.0,0.0,53.832468690482216,0.0,282.0,2.5,n/a,3.647223589497206,177.2694867245111,3963.087024785902,33.68527038426714,32.45378628491886,0.0,0.0,0.0,0.0828455463051796,0.7317598760128021,-0.4430341422557831,0.46578922867774963,0.8776424825191498,0.6270706057548523,0.8550300896167755,0.8125938177108765,0.7615057707355242,n/a,n/a,n/a,n/a,n/a,n/a,-32.58206327438354,0.3259175188541412,-2410.8231943359374,8.400458928008447e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12000,22.76736831665039,n/a,n/a,98.48614716529846,-3.529514076759984,0.0,6.73579208086398,427.0,12.0,-0.8249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-0.16458164723202073,0.0,15.01763355131295,-35.018631399750035,0.0,-9.792500000000132,-50.0,0.0
12,193000.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-31.466162044525145,0.329102246850729,-2390.49673828125,8.277112066934932e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13000,22.92727279663086,n/a,n/a,71.37884879112244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,194000.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-33.930413246154785,0.32356899586319926,-2389.1653090820314,8.155275663739303e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14000,23.08749008178711,n/a,n/a,77.26702928543091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,195000.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-37.36034347915649,0.316953040599823,-2348.4792099609376,8.035841663513565e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15000,23.247318267822266,n/a,n/a,81.46639490127563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,196000.0,99.0,2723.290063730079,2000.0,0.0,0.0,1.0,0.0,193.5,1405.3853866809213,165.26697144506682,n/a,84.22508734397123,0.0,n/a,n/a,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,117.41362520945988,402.28775974240136,1331.6738800296414,77.67589835608263,0.0,n/a,0.0,0.0,89.19983577168921,0.0,0.0,2.5,n/a,1.0688506373618982,175.60156783856002,3856.7483269134473,33.39713907118942,21.31061733178842,0.0,0.0,0.0,-0.03366176411509514,0.6467833518981934,0.14427053928375244,0.6705440580844879,0.8689215183258057,0.6776853501796722,0.91331946849823,0.6904695630073547,0.719125,n/a,n/a,n/a,n/a,n/a,n/a,-40.92747570800781,0.3027956212460995,-2409.2210283203126,7.916749784271815e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16000,23.406993865966797,n/a,n/a,88.79491662979126,2.4960839956525493,0.0,24.918049905203873,473.625,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-1.411873133909345,0.0,115.686716509855,0.0,0.0,-10.000000000000163,0.0,0.0
16,197000.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-41.301610160827636,0.2831915274262428,-2476.816949707031,7.797093352564843e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17000,23.56747817993164,n/a,n/a,66.13218235969543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,198000.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-42.08810096359253,0.2872832373678684,-2482.8327114257813,7.678859496081713e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18000,23.727230072021484,n/a,n/a,70.49535536766052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,199000.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-43.583908084869385,0.3183831223845482,-2498.202744628906,7.562748439340794e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19000,23.887523651123047,n/a,n/a,78.68405175209045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,200000.0,101.0,2346.5550312565265,2000.0,0.0,0.0,1.0,0.0,110.5,1618.701381041178,144.04594826861697,n/a,39.36477925878533,-91.09226227599999,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.8558043293956,422.7137036595761,1180.3565943319177,71.98675273588697,0.0,n/a,0.0,0.0,74.6496929164034,0.0,131.5,3.5,n/a,0.7966325162455306,176.8429814914488,3855.8529534037643,4.697891024899262,19.354305927524933,0.0,0.0,0.0,-0.03422964294441044,0.6659059524536133,-0.013429969549179077,0.3988337367773056,0.8505622148513794,0.6557134091854095,0.9076924026012421,0.8610567450523376,0.6908125,n/a,n/a,n/a,n/a,n/a,n/a,-46.124406173706056,0.3108715969622135,-2494.289857421875,7.448565718732425e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20000,24.04727554321289,n/a,n/a,88.31948828697205,0.6136347830822906,0.0,23.78402511802924,394.625,12.0,-3.2250000000000023,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,-1.6,-2.2221157999431154,0.0,110.74442219936918,0.0,0.0,-10.000000000000163,0.0,0.0
