iter,sampled_steps,episodes,reward_mean,ep_len_mean,win_rate,loss_rate,timeout_rate,crash_rate,ep_wez_steps,ep_mean_distance,ep_min_distance,ep_reward_pursuit,ep_reward_damage,ep_reward_safety,ep_reward_energy_throttle,ep_reward_survival,ep_reward_merge_cross,ep_reward_merge_handoff,ep_reward_merge_handoff_once,ep_reward_merge_turnin,ep_reward_reacquire_turnin,ep_reward_merge_stalemate,ep_reward_attack_band,ep_reward_front_hold,ep_reward_aim_hold,ep_reward_angle_advantage,ep_reward_angle_advantage_progress,ep_reward_cutin_success,ep_reward_cutin_control,ep_reward_terminal_angle_gain,ep_reward_terminal_ata_gain,ep_reward_range_progress,ep_reward_lost,ep_altitude_penalty_steps,initial_scenario_index,initial_alpha_deg,initial_ata_deg,initial_aa_deg,initial_distance_m,final_ata_deg,final_aa_deg,headon_guard_fail,cutin_handback_success,bt_preroll_detected,action_roll_mean,action_pitch_mean,action_rudder_mean,action_throttle_mean,action_roll_std,action_pitch_std,action_rudder_std,action_throttle_std,action_sat_rate,policy_loss,vf_loss,entropy,kl,clip_frac,explained_var,actor_loss,critic_loss,alpha_loss,alpha,target_entropy,curriculum_actor_frozen,curriculum_fresh_steps,curriculum_actor_update_applied,curriculum_learner_updates,curriculum_actor_anchor_mse,curriculum_actor_anchor_loss,curriculum_gunline_fraction,curriculum_actor_anchor_fraction,curriculum_residual_gate_fraction,curriculum_residual_mean_abs_delta,curriculum_counter_rate_fraction,curriculum_counter_rate_logit_error,curriculum_counter_rate_logit_loss,replay_buffer_size,replay_buffer_memory_mb,env_steps_per_sec,learner_steps_per_sec,iteration_time_s,ep_reward_alignment_progress,ep_reward_alt_advantage,ep_reward_attack_funnel,ep_reward_bridge_entry,ep_reward_bridge_entry_once,ep_reward_bridge_stalemate,ep_reward_close_overspeed,ep_reward_cutin_tail_hold,ep_reward_cutin_tail_hold_progress,ep_reward_danger_exposure,ep_reward_escape_opening,ep_reward_far_range,ep_reward_first_blood,ep_reward_gun_window,ep_reward_incoming_damage,ep_reward_incoming_threat,ep_reward_incoming_warning,ep_reward_overshoot,ep_reward_phase_gate,ep_reward_projected_deck_risk,ep_reward_reacquire,ep_reward_step,ep_reward_terminal,ep_reward_terminal_cone
10,11000.0,5.0,428.192424748358,2000.0,0.0,0.0,1.0,0.0,0.0,1347.4859583568307,23.73009299848411,n/a,-20.03230297192019,-0.4254076359999984,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.286330889915074,29.18561176721899,289.56314740749355,-24.177368393720933,0.0,n/a,0.0,0.0,32.49302154843315,0.0,19.0,5.0,n/a,1.2902615076780974,170.8277424899216,4605.80103226744,150.36697817969323,146.24102182030677,0.0,0.0,0.0,-0.2109970897436142,0.8778896927833557,-0.26216527819633484,0.3389180302619934,0.8390148878097534,0.44877907633781433,0.9607219099998474,0.9303443431854248,0.835375,n/a,n/a,n/a,n/a,n/a,n/a,-19.059549731254577,0.521241369664669,-2573.7716572265626,8.696279694049736e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11000,22.607677459716797,n/a,n/a,85.39787149429321,-1.7251387176833426,0.0,1.3094435275361986,224.5,12.0,-16.050000000000026,0.0,0.0,0.0,-61.5,0.0,0.0,0.0,0.0,-26.709737295893586,-5.6,-8.368076106922143,0.0,1.4429007299015184,0.0,0.0,-10.000000000000163,0.0,0.0
11,12000.0,6.0,432.90406882374674,2000.0,0.0,0.0,1.0,0.0,0.0,1272.2198153887884,58.04127347173702,n/a,-49.078153861496936,-46.039614868000015,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.591748958151186,30.55279730932979,291.05825857190825,55.225826923380254,0.0,n/a,0.0,0.0,50.687296155763384,0.0,41.0,1.0,n/a,1.821945036963026,176.40900187892106,3010.388406141931,11.193857131905668,54.42585713190568,0.0,0.0,0.0,-0.1842375099658966,0.894859790802002,-0.31396979093551636,0.2859625220298767,0.8652212619781494,0.42044225335121155,0.938915491104126,0.9494131207466125,0.8385,n/a,n/a,n/a,n/a,n/a,n/a,-17.63339430999756,0.4716812689900398,-2585.9087309570314,8.558551729947794e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12000,22.76742935180664,n/a,n/a,72.88087677955627,9.010839040727733,0.0,6.1299375911156195,195.25,12.0,-18.150000000000006,0.0,0.0,0.0,-22.5,0.0,0.0,0.0,0.0,-65.4375384819959,-16.000000000000004,-14.123605347859339,0.0,6.726276832722868,0.0,0.0,-10.000000000000163,0.0,0.0
12,13000.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-12.711443994760513,0.46596601033210755,-2574.5937822265623,8.427652948739706e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13000,22.92733383178711,n/a,n/a,69.55407071113586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,14000.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-11.230463027358056,0.4543974857926369,-2606.3813056640624,8.299514802274643e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14000,23.08755111694336,n/a,n/a,76.93713164329529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,15000.0,7.0,221.57787380172113,2000.0,0.0,0.0,1.0,0.0,2.0,1335.5147995072382,50.11031485499675,n/a,-9.458410278429714,-103.34182515999996,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.932823178540499,15.501853946873325,323.95457501744227,9.011818495073705,0.0,n/a,0.0,0.0,45.065646230880404,0.0,156.0,0.0,n/a,7.615666633220558,179.35931596958343,3249.190342002092,61.12452027585527,142.2825202758553,0.0,0.0,0.0,-0.3169228136539459,0.8506227731704712,-0.4415144920349121,0.05151432752609253,0.8050515651702881,0.49783968925476074,0.8897074460983276,0.9798572659492493,0.80725,n/a,n/a,n/a,n/a,n/a,n/a,-3.7363007256388663,0.46486594986915586,-2649.809904296875,8.173471211193828e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15000,23.247379302978516,n/a,n/a,82.54606056213379,5.350500606495918,0.0,2.341953574096788,64.5,12.0,-24.89999999999994,0.0,0.0,0.0,-69.0,0.0,0.0,12.0,0.0,-16.147226612430842,-29.600000000000016,-20.89325021916881,0.0,4.259415022346779,0.0,0.0,-10.000000000000163,0.0,0.0
15,16000.0,8.0,413.6701831938272,2000.0,0.0,0.0,1.0,0.0,0.0,1219.1024619940279,49.932352683758225,n/a,0.0,-166.26602228399992,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.598189671699778,6.4976328295024315,321.09233453980323,46.74895314158755,0.0,n/a,0.0,0.0,53.85358086488401,0.0,201.0,5.0,n/a,3.4970919768083846,176.22867844431744,4325.588007748279,46.41870418952849,21.355704189528478,0.0,0.0,0.0,-0.13256590068340302,0.8628672361373901,-0.4908992350101471,0.2041761726140976,0.8665932416915894,0.482729434967041,0.8586618900299072,0.9591044783592224,0.8095,n/a,n/a,n/a,n/a,n/a,n/a,-1.464665182441473,0.5083868014812469,-2650.963189941406,8.049609874433372e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16000,23.407054901123047,n/a,n/a,72.30603241920471,-0.09920445329750499,0.0,0.0,184.75,12.0,-24.449999999999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-7.05528111635098,0.0,0.0,0.0,0.0,-10.000000000000163,0.0,0.0
16,17000.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-5.185268292069435,0.4947183893918991,-2695.739295410156,7.927844859295874e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17000,23.56753921508789,n/a,n/a,68.44382858276367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,18000.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-6.021125782549381,0.4898391673564911,-2698.6956870117187,7.807781763403909e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18000,23.727291107177734,n/a,n/a,88.51460552215576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,19000.0,9.0,2168.0917486044495,2000.0,0.0,0.0,1.0,0.0,0.0,1032.5023566773411,137.87740446788325,n/a,0.0,0.0,n/a,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.338552230296937,24.305899369822534,1474.5128914176435,61.36761388432126,0.0,n/a,0.0,0.0,101.21361069375654,0.0,0.0,5.0,n/a,4.093598918259672,174.55094993640714,4813.292292991456,23.742662636027283,33.64033736397269,0.0,0.0,0.0,-0.03850160539150238,0.6633324027061462,0.43353351950645447,0.8625903129577637,0.8411417007446289,0.6651280522346497,0.8892322182655334,0.4830825626850128,0.70975,n/a,n/a,n/a,n/a,n/a,n/a,-4.052259321212769,0.4892935772538185,-2712.6797119140624,7.689938365729177e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19000,23.887584686279297,n/a,n/a,166.01847290992737,-3.3651752125631784,0.0,0.9409750534227427,478.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4398071181907985,0.0,1.2171882858935825,0.0,0.0,-10.000000000000163,0.0,0.0
19,20000.0,10.0,-1058.3704316516437,1881.0,0.0,0.0,0.0,1.0,0.0,1489.400021043286,19.4802347556796,n/a,-58.647290287506806,-187.241661556,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.973553850870363,7.4362566906338285,-301.65302183458476,-24.967204963718505,0.0,n/a,0.0,0.0,-32.96586018742591,0.0,151.0,2.0,n/a,5.235404097286755,178.4711573491967,2843.705677279906,13.653494933101491,148.0345050668985,0.0,0.0,0.0,-0.2987939119338989,0.9392032623291016,-0.05754224956035614,-0.13328956067562103,0.8317966461181641,0.3342801332473755,0.989729106426239,0.9753349423408508,0.8450292397660819,n/a,n/a,n/a,n/a,n/a,n/a,-1.6951834393143654,0.4905100000500679,-2730.42187890625,7.573686148134584e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20000,24.04733657836914,n/a,n/a,132.73921465873718,13.667401876501511,0.0,0.9672292974053942,94.0,12.0,-21.74999999999997,0.0,0.0,0.0,-313.5,0.0,0.0,0.0,0.0,-78.19638705000908,-17.600000000000005,-10.406641075483746,0.0,2.133492309734721,-36.2152987220625,0.0,-9.40500000000007,-100.0,0.0
20,21000.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-7.103689369857311,0.4789159578680992,-2711.9467880859374,7.460239708962035e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21000,24.20724105834961,n/a,n/a,148.15376377105713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,22000.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,n/a,n/a,n/a,-7.432612179934979,0.4749202651381493,-2729.0600166015624,7.349310234531004e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22000,25.05483627319336,n/a,n/a,181.74079298973083,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,23000.0,11.0,3513.3596130598144,1885.0,1.0,0.0,0.0,0.0,59.0,1001.0185107131024,52.78790196205334,n/a,180.7835581543096,0.0,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,200.36214172560204,558.2432022155052,1375.1361143286476,97.89180145952925,0.0,n/a,0.0,0.0,132.12852009997889,0.0,0.0,4.0,n/a,3.3255709375781275,171.29572062197207,4761.074478926861,1.3788086834875486,8.299191316512466,0.0,0.0,0.0,0.07082022726535797,0.78839510679245,-0.15921595692634583,0.783093273639679,0.8790478706359863,0.5599704384803772,0.9336633682250977,0.5704247951507568,0.706498673740053,n/a,n/a,n/a,n/a,n/a,n/a,-10.554635280013084,0.4739544025659561,-2777.1477060546877,7.238448717544088e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23000,25.214664459228516,n/a,n/a,144.28987503051758,6.663814166698395,0.0,204.06986069852792,448.75,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-1.997433693910815,0.0,201.75303390488375,0.0,0.0,-9.425000000000074,100.0,0.0
23,24000.0,12.0,592.5930376585916,2000.0,0.0,0.0,1.0,0.0,0.0,801.7267290362738,88.24105303995994,n/a,0.0,-8.996530683999994,n/a,n/a,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.802721689865349,4.878037231987889,505.1780969450281,19.177278213598832,0.0,n/a,0.0,0.0,41.77886794357183,0.0,55.0,3.0,n/a,3.9531875425537373,172.36951128593867,2990.1722610516513,125.56257596584068,33.483575965840686,0.0,0.0,0.0,-0.38733577728271484,0.7648440599441528,-0.00014731514966115355,0.04637419059872627,0.8066108822822571,0.6207167506217957,0.9907457828521729,0.9894863367080688,0.840875,n/a,n/a,n/a,n/a,n/a,n/a,-8.972830319046974,0.4879115849137306,-2801.5734033203125,7.128894770175975e-06,-4.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24000,25.374378204345703,n/a,n/a,78.08415532112122,-10.336762102661757,0.0,1.636685192673634,175.75,12.0,-19.94999999999999,0.0,0.0,0.0,-112.5,0.0,0.0,0.0,0.0,0.0,-7.199999999999999,-8.414047660880394,0.0,1.7886908894091242,0.0,0.0,-10.000000000000163,0.0,0.0
